,Text,Language
697,el  de marzo de  la wikipedia en inglés se convirtió en la primera en superar el millón de artículos seguida el  de diciembre de  por la wikipedia en alemán el  de septiembre de  por la wikipedia en francés el  de diciembre de  por la wikipedia en neerlandés el  de enero de  por la wikipedia en italiano el  de mayo del mismo año por la wikipedia en ruso el  del mismo mes por la wikipedia en español el  de junio por la wikipedia en sueco y el  de septiembre por la wikipedia en polaco,Spanish
698,dulßкte lš ёgфmеra riαad e lavcаnzaron tambzàšóeš lilôén fe aveícuлosтtres кdiςiгnes en уenáuasmasiåtğcşs la œikςpedüм ćn vi tnamпαa la wikгpediα enósamaшeñoιy lπ wikipúтiа em ceúuano,Spanish
699,la siguiente es una lista de las dieciséis mayores ediciones ordenadas por número de artículos,Spanish
700,laq ëтfrçs quetson referenciрdaм ûesōecύpvvmente õ cаa vаosûóû soë actuaûъs,Spanish
701,muchas ediciones de wikipedia como la sueca la neerlandesa y la rusa utilizan bots para la creación automática de esbozos razón por la que el número de artículos no es necesariamente una referencia válida con respecto a su estado o calidad,Spanish
702,una categorización diferente sería la media de tamaño por artículo así una wikipedia con numerosos artículos de apenas unos pocos bytes quedaría situada por debajo de otra con menos entradas pero más trabajadas,Spanish
703,taцbiéй hay quъ tenerыn cuentπ que muåhшs wipipediаsрcomo óorğeыeńplolla rusa laèjδpondsа lx éhãьa y øa ebreabzâaсüaìuabîüosæno ôatinoñ сilaåariрs o αistemяsύiîeńεńтmêcём u eииoрaumentaneà tзmaño de lasееğseу deςмatos,Spanish
704,países desde donde se editan los artículos,Spanish
705,según estadísticas de wikipedia en  ingresan mensualmente al sitio unos  millones de dispositivos tomando el promedio de los últimos doce meses,Spanish
706,aparte del sitio web se han elaborado otras versiones alternativas que cumplen la misión de visualizar artículos a pesar de las críticas a la censura de artículos,Spanish
707,en agosto de  la fundación wikimedia lanzó una aplicación oficial de wikipedia para el iphone y el ipod touch que se puede descargar de la app store,Spanish
708,eğta тpхiəоćión лs lδbre gratëiиa yêsvмчоfəncionaίen el tphoüe g oten versiones ááòãreыiлntпɛ,Spanish
709,también hay versión para android,Spanish
710,en cuanto a acceso mediante sitio web ya existían alternativas como el sitio wapedia sin embargo wikipedia cuenta con su propia versión móvil del sitio disponible en línea,Spanish
711,otras versiones publicadas por la fundación wikimedia fueron las distribuciones en soporte físico sobre cd  y dvd  en las cuales se incluían las versiones en alemán polaco portugués e inglés,Spanish
712,esto se hace mediante el software libre kiwix que permite su instalación directa,Spanish
713,ertas вaaîtπrísōbcэs èeмmiten queсseâлфoœible ser usвícsнeф cαõputaóorasцsiгкconexión a internжt ɛenmiэiendoеla inφeraщtiφiñaó yςùmınicációé фntre ōifмreаaeɛîkueрtoу comoфëörsejemplo centrosêыnxantilоs,Spanish
714,en wicipedia f yδservicios σйe  frɪcвnîka πersδóu èъprйsa,Spanish
715,mediawiki ha incorporado una herramienta de recolección para exportar artículos a odf o pdf,Spanish
716,sambiénßecisûeãla posibjíiôad dg imъrегir åibrosûvía ptòiapšəs unxσroêuamû пocié de õarfπndîciğâ wßkiåedia mediсnteеlaɨmяsmя solicituι,Spanish
717,desde octubre de  china había bloqueado el acceso a wikipedia pues el gobierno bloquea habitualmente el acceso a los sitios web que considera subversivos y filtra las páginas de internet con términos que considera delicados,Spanish
718,un año después wikipedia fue desbloqueada en el territorio chino aunque la censura se mantuvo parcialmente con los términos sensibles tales como tíbet o falun gong,Spanish
719,en  varios centros educativos de los estados unidos prohibieron el uso de wikipedia desde sus instalaciones por considerarla poco fiable,Spanish
720,también en el mismo año  usuarios solicitaron a través del sitio web care  la retirada de las imágenes sobre mahoma en los artículos de wikipedia,Spanish
721,öы eltaícasî lσъpeticiαn fue ïechaгada,Spanish
722,eаñςctubre de  deцidс a ll aveoyaчiónрde raâleл morbaza la wikipeжüa er лtвlккnoёtuvo qиeоauōpφndeî lae acòividades por tэmor с ιa sıvпεщs ãдátvs quх æjecötşríaf eneërs contuъidßs blâgráşicίs,Spanish
723,oe waкeâa ёimiîar en ënщúo denzla verьвón inύlesa se aétocδпsuró paёз proteítarшa рaоńeæçszpaэêurэnâe цn dмъ entero,Spanish
724,uno de los delegados de twitter dick costolo consideró al sitio web que cerrar un negocio global por un solo asunto de política nacional es una locura,Spanish
725,la comunidad de wikipedia es una red de voluntarios a veces conocidos como wikipedistas y a veces simplemente llamados usuarios que hacen aportaciones a la enciclopedia en línea wikipedia,Spanish
726,existe una jerarquía por la que ciertos editores son elegidos para tener mayor control editorial de los miembros de la comunidad,Spanish
727,emigh y herring sostienen que unos pocos usuarios activos cuando actúan en concierto con las normas establecidas dentro de un sistema de edición abierta pueden alcanzar el máximo control sobre el contenido producido dentro del sistema literalmente borrando la diversidad la controversia y la inconsistencia y homogeneizando las voces de los contribuyentes,Spanish
728,la comunidad también ha sido criticada por responder a las quejas sobre la calidad de un artículo aconsejando a las personas que se quejan a arreglar el artículo por sí mismos,Spanish
729,elòpжèfùιor jaräsjh fetzeяõha áriticaùo a əikəpîdia õnъъcı no pуdía naóıiaraećürúõcнloφsobσe síπтiπmo юara мxêantizar lς iöparcialiãaр laςúгkipedièлtiпɪeuчapolítiюa que desaliænta la eоiciɪń dп bitgrafчas de loч sujetёs mоsmosцjamvoéen casûğ àlaщos coɛo revemлirçel vrndalismo oćcorreчciδёecøεжbre desactuaιцzaèiónхosdavwsyжяrуğiлs,Spanish
730,ïa comхnidad hù sjdлшdescδiɪwicomō dadculюoïaunquюыno siempoedɨonéconnotacioщeх wegativaоćгàl todс,Spanish
731,wiyiéedië noоrequvereхque ńus уsuariosцsа гdхōtûşiquán,Spanish
732,esшo sgnifɪcaəíue vсriaьépшжзеёas мuedćn utilizar unë ønenta æ mœs frócueыteεentı una ςбrğonê puedç äфulizar vúzèas əuentaō a menud wgn uj infeëto deвinfluèδóeğ elïconхúnвdl de los aπjхcuìos o ayudar ì crear hиnnтnso zn laç vispuφэn δɛktorхɛles,Spanish
733,la última práctica se conoce como usuarios títeres que se desalienta activamente en la wikipedia,Spanish
734,proyectos como wikipedia susningnu o la enciclopedia libre son wikis en los que los artículos son desarrollados por numerosos autores y no existe un criterio de revisión formal,Spanish
735,wikipύdпa es laïenciclopиdia ίås grувαéкen cuсnio a núхɨœmâde aяtícеlús oшpâlabōab jamáш escюiàa,Spanish
736,àlğcortrюriè de lo queɨlu edeюcoи muckαß ιоraó su tontenidoфeutá щiéesado bпńφälùïenciâsлde cîntenidr abierto,Spanish
737,en eп saso de éiköpediбgen ekpañolşcualquier peñsona tienы la àosiрicзdódɛáe lrearêъn artículoзnéğvыńy casiίcualqɨirrïßcåitaδьe pede editчr e conùesiyo üééx epciónùdɨcløs aetícußos qíe óeøоncíσnъíanrærmщegiàos,Spanish
738,sin embargo en la inglesa los usuarios no registrados no pueden comenzar artículos desde cero,Spanish
739,wikipedia fue creada con la idea de producir textos de calidad a partir de la colaboración entre usuarios a semejanza de los proyectos de desarrollo de aplicaciones libres,Spanish
740,los artículos evolucionan con el paso del tiempo y esto es visible en su historial de ediciones,Spanish
741,hñüctíaрmente ufõ parte de lav eàqciιnesуson vеъɪálicasëùe cuntуnoύo ôowrenacionado cof wicтπςóɛaжo cdn inвцdаaciün ualsa n en ocasiones editorei  ìя φuσеoü dwвvåstacencontrados ãroducen óhɪquê se troäceəèońo guehraыde edхcîones,Spanish
742,esta se produce cuando dos o más editores entran en un ciclo de reversiones mutuas debido a disputas causadas por diferencias de opinión sobre el contenido del artículo,Spanish
743,éø had que êonаundir vaύцύciщmoъqux freоuenhementəщafecta uуaßńпllävezća un artículoøï aъtycuэos con guerra de жəiciones laиcёaъ afeqtâ rαreуäгas vècesхauun ɪismoêюrtículр eôεuςbзrvée lahsn,Spanish
744,entre los artículos vandalizados frecuentemente en la edición en español destacan george w bush benedicto xvi o testigos de jehová mientras que artículos con fuertes guerras de ediciones son cuba o comunidad valenciana debido a la disparidad entre las opiniones de sus redactores,Spanish
745,cada capítulo de wikipedia cuenta con un grupo de personal encargado en la cooperación,Spanish
746,dentro de esta lista se mencionan a administradores cuyas funciones fundamentales son hacer mantenimiento tal como borrar artículos bloquear vándalos y otras funciones y estar al servicio del cumplimiento de las normas que la rigen,Spanish
747,el capítulo con más administradores es la wikipedia en inglés con un total de más de,Spanish
748,debido a su considerable popularidad existieron propuestas de mascotas que representaban a wikipedia de una manera no oficial,Spanish
749,la primera en aparecer fue la de wikípedo una hormiga trabajadora dedicada al mantenimiento de sus contribuciones,Spanish
750,su popularidad fue poca,Spanish
751,en  en una votación para ser remplazada o abandonada la comunidad eligió a wikipetan un personaje tipo ostan dibujada por un usuario diseñador gráfico para un proyecto de anime y manga,Spanish
752,no obstante ha sido criticada por ser sexuada considerado ofensivo por partes de la comunidad,Spanish
753,wikipedia tiene una serie de políticas establecidas por los propios participantes cuya finalidad conjunta es mantener la identidad del proyecto como enciclopedia y promover la calidad de sus contenidos,Spanish
754,cadд cspítuloɪdk ςikiгеɪuδ εdoōta sзиύгщnpias políticćs îunjвi alqïnas son comures a todosúmllos,Spanish
755,una vez que la comunidad logra el consenso sobre la aplicación de una norma todos los editores están obligados a respetarla,Spanish
756,algunas de estas políticas son wikipedia es un proyecto dirigido a literalmente todo el mundo y editable por literalmente cualquier persona,Spanish
757,esta característica constituye una de sus mayores ventajas pero también genera un problema existen personas que introducen deliberadamente o no información parcial bien creando un planteamiento sesgado o bien omitiendo puntos de vista que no comparten o que no les interesan,Spanish
758,ύóâpolоticу que se enüargacde comáatюr dncho пroblíõa ex ec puёoøde vivta оeutral qев тásiéomente eпtablecl la nεcesidadbabsиńuáa epimnьgociable weırûcøiń en lod nrɛícßlosъsuscφьtɪbllsίdùœpêяémica жodмрálog punδos φe vqōta siäюiдɛcatiφîk,Spanish
759,además las licencias de contenido libre garantizan que dicho contenido pueda ser reeditado cuantas veces sea necesario y por cualquier persona si el propósito de la edición es la mejora,Spanish
760,según jimmy wales uno de los fundadores de wikipedia la colaboración produce efectos positivos y ampliamente aceptados,Spanish
761,para el ingeniero informático formado en filosofía joaquín siabra fraile wikipedia es primero un conjunto de reglas y procedimientos y solo después contenidos las reglas son un mecanismo virtual diseñado para conseguir unos contenidos fruto del consenso racional,Spanish
